A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|(sensação -> de)
(insegurança -> de)
(poder -> público)
(público -> de)
(eram -> características)
(características -> sensação)
(características -> debilidade)
(debilidade -> de)
(poder -> público)
(público -> de)
(final -> século)
(século -> de)
(18 -> século)
(18 -> de)
(Estados -> Unidos)
(Unidos -> de)
(final -> 18)
(versão -> segundo)
(versão -> aceita)
(seu -> palavra)
(teria -> sido)
(sido -> inventada)
(inventada -> palavra)
(palavra -> partir)
(prática -> adotada)
(adotada -> partir)
(Lynch -> juiz)
(Lynch -> um)
(juiz -> condenar)
(juiz -> executar)
(adversários -> execuçãolhe)
(processo -> legal)
(devido -> processo)
(processo -> legal)
(-> processo)
REFINE [(US$]
REFINE [(US$]
REFINE [(US$]
REFINE [(US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [até)]
REFINE [até)]
REFINE [até)]
REFINE [até)]
REFINE [até]
-----------END REFINE---------
REFINE [(até]
REFINE [(até]
REFINE [(até]
REFINE [(até]
REFINE [até]
REFINE [até]
-----------END REFINE---------
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos]
-----------END REFINE---------
REFINE [(dispensam]
REFINE [(dispensam]
REFINE [(dispensam]
REFINE [(dispensam]
REFINE [dispensam]
REFINE [dispensam]
-----------END REFINE---------
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos)]
REFINE [pedidos]
-----------END REFINE---------
REFINE [(guia]
REFINE [(guia]
REFINE [(guia]
REFINE [(guia]
REFINE [guia]
REFINE [guia]
-----------END REFINE---------
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam]
-----------END REFINE---------
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [guia)]
REFINE [guia)]
REFINE [guia)]
REFINE [guia)]
REFINE [guia]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam)]
REFINE [dispensam]
-----------END REFINE---------
chatGPT|:|US$<@>até<#>até<@>pedidos<#>dispensam<@>pedidos<#>guia<@>dispensam<#>importação<@>guia<#>.<@>dispensam|:|UDA:0.455<#>DDA: 0.273
GoldTree |:|Os<@>pedidos<@>det<#>pedidos<@>dispensam<@>nsubj<#>até<@>US$<@>case<#>US$<@>pedidos<@>nmod<#>20<@>US$<@>nummod<#>mil<@>20<@>flat<#>dispensam<@>root<@>root<#>guia<@>dispensam<@>obj<#>de<@>importação<@>case<#>importação<@>guia<@>nmod<#>.<@>dispensam<@>punct
>--<
Se o valor de a compra for baixo , é melhor pedir encomenda por correio normal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Se o valor de a compra for baixo , é melhor pedir encomenda por correio normal .", usando o formato (token dependente -> token cabeça).
REPLY|:|(relações de dependência sintática na sentença "Se o valor de a compra for baixo , é melhor pedir encomenda por correio normal ."):

(Se -> valor)
(valor -> compra)
(compra -> de)
(de -> valor)
(a -> compra)
(compra -> for)
(for -> melhor)
(melhor -> pedir)
(pedir -> encomenda)
(encomenda -> por)
(por -> correio)
(correio -> normal)
(normal -> .)
(. -> melhor)
REFINE [(Se]
REFINE [(Se]
REFINE [(Se]
REFINE [(Se]
REFINE [Se]
REFINE [Se]
-----------END REFINE---------
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor]
-----------END REFINE---------
REFINE [(valor]
REFINE [(valor]
REFINE [(valor]
REFINE [(valor]
REFINE [valor]
REFINE [valor]
-----------END REFINE---------
REFINE [compra)]
REFINE [compra)]
REFINE [compra)]
REFINE [compra)]
REFINE [compra]
-----------END REFINE---------
REFINE [(compra]
REFINE [(compra]
REFINE [(compra]
REFINE [(compra]
REFINE [compra]
REFINE [compra]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [compra)]
REFINE [compra)]
REFINE [compra)]
REFINE [compra)]
REFINE [compra]
-----------END REFINE---------
REFINE [(compra]
REFINE [(compra]
REFINE [(compra]
REFINE [(compra]
REFINE [compra]
REFINE [compra]
-----------END REFINE---------
REFINE [for)]
REFINE [for)]
REFINE [for)]
REFINE [for)]
REFINE [for]
-----------END REFINE---------
REFINE [(for]
REFINE [(for]
REFINE [(for]
REFINE [(for]
REFINE [for]
REFINE [for]
-----------END REFINE---------
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor]
-----------END REFINE---------
REFINE [(melhor]
REFINE [(melhor]
REFINE [(melhor]
REFINE [(melhor]
REFINE [melhor]
REFINE [melhor]
-----------END REFINE---------
REFINE [pedir)]
REFINE [pedir)]
REFINE [pedir)]
REFINE [pedir)]
REFINE [pedir]
-----------END REFINE---------
REFINE [(pedir]
REFINE [(pedir]
REFINE [(pedir]
REFINE [(pedir]
REFINE [pedir]
REFINE [pedir]
-----------END REFINE---------
REFINE [encomenda)]
REFINE [encomenda)]
REFINE [encomenda)]
REFINE [encomenda)]
REFINE [encomenda]
-----------END REFINE---------
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [encomenda]
REFINE [encomenda]
-----------END REFINE---------
REFINE [por)]
REFINE [por)]
REFINE [por)]
REFINE [por)]
REFINE [por]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [correio)]
REFINE [correio)]
REFINE [correio)]
REFINE [correio)]
REFINE [correio]
-----------END REFINE---------
REFINE [(correio]
REFINE [(correio]
REFINE [(correio]
REFINE [(correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [normal)]
REFINE [normal)]
REFINE [normal)]
REFINE [normal)]
REFINE [normal]
-----------END REFINE---------
REFINE [(normal]
REFINE [(normal]
REFINE [(normal]
REFINE [(normal]
REFINE [normal]
REFINE [normal]
-----------END REFINE---------
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor)]
REFINE [melhor]
-----------END REFINE---------
chatGPT|:|<@><#>Se<@>valor<#>valor<@>compra<#>compra<@>de<#>de<@>valor<#>a<@>compra<#>compra<@>for<#>for<@>melhor<#>melhor<@>pedir<#>pedir<@>encomenda<#>encomenda<@>por<#>por<@>correio<#>correio<@>normal<#>normal<@>.<#>.<@>melhor|:|UDA:0.471<#>DDA: 0.176
GoldTree |:|Se<@>baixo<@>mark<#>o<@>valor<@>det<#>valor<@>baixo<@>nsubj<#>de<@>compra<@>case<#>a<@>compra<@>det<#>compra<@>valor<@>nmod<#>for<@>baixo<@>cop<#>baixo<@>melhor<@>advcl<#>,<@>melhor<@>punct<#>é<@>melhor<@>cop<#>melhor<@>root<@>root<#>pedir<@>melhor<@>csubj<#>encomenda<@>pedir<@>obj<#>por<@>correio<@>case<#>correio<@>pedir<@>obl<#>normal<@>correio<@>amod<#>.<@>melhor<@>punct
>--<
Por o correio expresso o frete custa próximo de US$ 50 .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Por o correio expresso o frete custa próximo de US$ 50 .", usando o formato (token dependente -> token cabeça).
REPLY|:|Por -> correio
o -> correio
correio -> custa
expresso -> correio
o -> frete
frete -> custa
custa -> root
próximo -> custa
de -> próximo
US$ -> de
50 -> US$
. -> custa
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
REFINE [expresso]
-----------END REFINE---------
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
REFINE [correio]
-----------END REFINE---------
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
-----------END REFINE---------
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
REFINE [frete]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [root]
REFINE [root]
REFINE [root]
REFINE [root]
REFINE [root]
-----------END REFINE---------
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
REFINE [próximo]
-----------END REFINE---------
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
REFINE [50]
-----------END REFINE---------
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
REFINE [US$]
-----------END REFINE---------
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
REFINE [custa]
-----------END REFINE---------
chatGPT|:|o<@>correio<#>correio<@>custa<#>expresso<@>correio<#>o<@>frete<#>frete<@>custa<#>custa<@>root<#>próximo<@>custa<#>de<@>próximo<#>US$<@>de<#>50<@>US$<#>.<@>custa|:|UDA:0.833<#>DDA: 0.750
GoldTree |:|Por<@>correio<@>case<#>o<@>correio<@>det<#>correio<@>custa<@>obl<#>expresso<@>correio<@>amod<#>o<@>frete<@>det<#>frete<@>custa<@>nsubj<#>custa<@>root<@>root<#>próximo<@>custa<@>advmod<#>de<@>US$<@>case<#>US$<@>próximo<@>obl<#>50<@>US$<@>nummod<#>.<@>custa<@>punct
>--<
Se não quiser se aventurar por a importação direta , existem empresas , como a Brasoftware ( tel. 011/253-1588 ) que importam programas sob encomenda .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Se não quiser se aventurar por a importação direta , existem empresas , como a Brasoftware ( tel. 011/253-1588 ) que importam programas sob encomenda .", usando o formato (token dependente -> token cabeça).
REPLY|:|(se -> aventurar)
(aventurar -> quiser)
(não -> aventurar)
(por -> aventurar)
(importação -> aventurar)
(direta -> importação)
(, -> aventurar)
(existem -> empresas)
(empresas -> existem)
(como -> empresas)
(Brasoftware -> empresas)
(tel -> Brasoftware)
(. -> Brasoftware)
(011/253-1588 -> Brasoftware)
(importam -> empresas)
(programas -> importam)
(sob -> programas)
(encomenda -> programas)
(. -> importam)
REFINE [(aventurar]
REFINE [(aventurar]
REFINE [(aventurar]
REFINE [(aventurar]
REFINE [aventurar]
REFINE [aventurar]
-----------END REFINE---------
REFINE [quiser)]
REFINE [quiser)]
REFINE [quiser)]
REFINE [quiser)]
REFINE [quiser]
-----------END REFINE---------
REFINE [(não]
REFINE [(não]
REFINE [(não]
REFINE [(não]
REFINE [não]
REFINE [não]
-----------END REFINE---------
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar]
-----------END REFINE---------
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar]
-----------END REFINE---------
REFINE [(direta]
REFINE [(direta]
REFINE [(direta]
REFINE [(direta]
REFINE [direta]
REFINE [direta]
-----------END REFINE---------
REFINE [importação)]
REFINE [importação)]
REFINE [importação)]
REFINE [importação)]
REFINE [importação]
-----------END REFINE---------
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar)]
REFINE [aventurar]
-----------END REFINE---------
REFINE [(existem]
REFINE [(existem]
REFINE [(existem]
REFINE [(existem]
REFINE [existem]
REFINE [existem]
-----------END REFINE---------
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas]
-----------END REFINE---------
REFINE [(empresas]
REFINE [(empresas]
REFINE [(empresas]
REFINE [(empresas]
REFINE [empresas]
REFINE [empresas]
-----------END REFINE---------
REFINE [existem)]
REFINE [existem)]
REFINE [existem)]
REFINE [existem)]
REFINE [existem]
-----------END REFINE---------
REFINE [(como]
REFINE [(como]
REFINE [(como]
REFINE [(como]
REFINE [como]
REFINE [como]
-----------END REFINE---------
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas]
-----------END REFINE---------
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas]
-----------END REFINE---------
REFINE [(tel]
REFINE [(tel]
REFINE [(tel]
REFINE [(tel]
REFINE [tel]
REFINE [tel]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(011/253-1588]
REFINE [(011/253-1588]
REFINE [(011/253-1588]
REFINE [(011/253-1588]
REFINE [011/253-1588]
REFINE [011/253-1588]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(importam]
REFINE [(importam]
REFINE [(importam]
REFINE [(importam]
REFINE [importam]
REFINE [importam]
-----------END REFINE---------
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas)]
REFINE [empresas]
-----------END REFINE---------
REFINE [(programas]
REFINE [(programas]
REFINE [(programas]
REFINE [(programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [importam)]
REFINE [importam)]
REFINE [importam)]
REFINE [importam)]
REFINE [importam]
-----------END REFINE---------
REFINE [(sob]
REFINE [(sob]
REFINE [(sob]
REFINE [(sob]
REFINE [sob]
REFINE [sob]
-----------END REFINE---------
REFINE [programas)]
REFINE [programas)]
REFINE [programas)]
REFINE [programas)]
REFINE [programas]
-----------END REFINE---------
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [(encomenda]
REFINE [encomenda]
REFINE [encomenda]
-----------END REFINE---------
REFINE [programas)]
REFINE [programas)]
REFINE [programas)]
REFINE [programas)]
REFINE [programas]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [importam)]
REFINE [importam)]
REFINE [importam)]
REFINE [importam)]
REFINE [importam]
-----------END REFINE---------
chatGPT|:|aventurar<@>quiser<#>não<@>aventurar<#>por<@>aventurar<#>importação<@>aventurar<#>direta<@>importação<#>,<@>aventurar<#>existem<@>empresas<#>empresas<@>existem<#>como<@>empresas<#>Brasoftware<@>empresas<#>tel<@>Brasoftware<#>.<@>Brasoftware<#>011/253-1588<@>Brasoftware<#>importam<@>empresas<#>programas<@>importam<#>sob<@>programas<#>encomenda<@>programas<#>.<@>importam|:|UDA:0.308<#>DDA: 0.269
GoldTree |:|Se<@>quiser<@>mark<#>não<@>quiser<@>advmod<#>quiser<@>existem<@>advcl<#>se<@>aventurar<@>expl<#>aventurar<@>quiser<@>xcomp<#>por<@>importação<@>case<#>a<@>importação<@>det<#>importação<@>aventurar<@>obl<#>direta<@>importação<@>amod<#>,<@>quiser<@>punct<#>existem<@>root<@>root<#>empresas<@>existem<@>nsubj<#>,<@>Brasoftware<@>punct<#>como<@>Brasoftware<@>case<#>a<@>Brasoftware<@>det<#>Brasoftware<@>empresas<@>nmod<#>(<@>tel.<@>punct<#>tel.<@>Brasoftware<@>appos<#>011/253-1588<@>tel.<@>nummod<#>)<@>tel.<@>punct<#>que<@>importam<@>nsubj<#>importam<@>empresas<@>acl<#>programas<@>importam<@>obj<#>sob<@>encomenda<@>case<#>encomenda<@>programas<@>nmod<#>.<@>existem<@>punct
>--<
Segundo Ricardo Jordão , gerente de marketing de a Brasoftware , o produto -- entregue em o máximo em 15 dias -- sai por um preço similar a a importação feita por o usuário .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Segundo Ricardo Jordão , gerente de marketing de a Brasoftware , o produto -- entregue em o máximo em 15 dias -- sai por um preço similar a a importação feita por o usuário .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Segundo -> Jordão)
(Jordão -> gerente)
(de -> gerente)
(marketing -> gerente)
(de -> Brasoftware)
(a -> Brasoftware)
(Brasoftware -> gerente)
(o -> produto)
(máximo -> entregue)
(em -> entregue)
(15 -> em)
(dias -> entregue)
(sai -> produto)
(por -> sai)
(preço -> sai)
(similar -> preço)
(a -> importação)
(importação -> feita)
(por -> feita)
(o -> usuário)
(. -> sai)
REFINE [(Jordão]
REFINE [(Jordão]
REFINE [(Jordão]
REFINE [(Jordão]
REFINE [Jordão]
REFINE [Jordão]
-----------END REFINE---------
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente]
-----------END REFINE---------
REFINE [(marketing]
REFINE [(marketing]
REFINE [(marketing]
REFINE [(marketing]
REFINE [marketing]
REFINE [marketing]
-----------END REFINE---------
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware)]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [(Brasoftware]
REFINE [Brasoftware]
REFINE [Brasoftware]
-----------END REFINE---------
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente)]
REFINE [gerente]
-----------END REFINE---------
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [produto)]
REFINE [produto)]
REFINE [produto)]
REFINE [produto)]
REFINE [produto]
-----------END REFINE---------
REFINE [(máximo]
REFINE [(máximo]
REFINE [(máximo]
REFINE [(máximo]
REFINE [máximo]
REFINE [máximo]
-----------END REFINE---------
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue]
-----------END REFINE---------
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [(em]
REFINE [em]
REFINE [em]
-----------END REFINE---------
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue]
-----------END REFINE---------
REFINE [(15]
REFINE [(15]
REFINE [(15]
REFINE [(15]
REFINE [15]
REFINE [15]
-----------END REFINE---------
REFINE [em)]
REFINE [em)]
REFINE [em)]
REFINE [em)]
REFINE [em]
-----------END REFINE---------
REFINE [(dias]
REFINE [(dias]
REFINE [(dias]
REFINE [(dias]
REFINE [dias]
REFINE [dias]
-----------END REFINE---------
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue)]
REFINE [entregue]
-----------END REFINE---------
REFINE [(sai]
REFINE [(sai]
REFINE [(sai]
REFINE [(sai]
REFINE [sai]
REFINE [sai]
-----------END REFINE---------
REFINE [produto)]
REFINE [produto)]
REFINE [produto)]
REFINE [produto)]
REFINE [produto]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai]
-----------END REFINE---------
REFINE [(preço]
REFINE [(preço]
REFINE [(preço]
REFINE [(preço]
REFINE [preço]
REFINE [preço]
-----------END REFINE---------
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai)]
REFINE [sai]
-----------END REFINE---------
REFINE [(similar]
REFINE [(similar]
REFINE [(similar]
REFINE [(similar]
REFINE [similar]
REFINE [similar]
-----------END REFINE---------
REFINE [preço)]
REFINE [preço)]
REFINE [preço)]
REFINE [preço)]
REFINE [preço]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [importação)]
REFINE [importação)]
REFINE [importação)]
REFINE [importação)]
REFINE [importação]
-----------END REFINE---------
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [(importação]
REFINE [importação]
REFINE [importação]
-----------END REFINE---------
REFINE [feita)]
REFINE [feita)]
REFINE [feita)]
REFINE [feita)]
REFINE [feita]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [feita)]
REFINE [feita)]
REFINE [feita)]
REFINE [feita)]
REFINE [feita]
-----------END REFINE---------
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário]
-----------END REFINE---------
